kelime_1,kelime_2,iliski_turu
hileci,kaltaban,anlam içi
hilecilik,dolmacılık,anlam içi
hilecilik,hilebazlık,anlam içi
hilecilik,hilekârlık,anlam içi
hilkat,yaradılış,yönlendirme
hilkaten,yaradılışça,yönlendirme
himayeci,korumacı,yönlendirme
himayecilik,korumacılık,yönlendirme
himayesiz,korumasız,yönlendirme
himen,kızlık zarı,yönlendirme
hindi,keloğlan,anlam içi
hindi,mısırtavuğu (Meleagris gallopavo),anlam içi
hindiba,karakavuk (Cichorium endivia),anlam içi
Hindistan cevizi,narcıl (Cocos nucifera),anlam içi
hinlik,kurnazlık,anlam içi
hinterlant,arkabahçe,yönlendirme
Hint bademi,kakao,yönlendirme
Hint baklası,Hint yağı ağacı,yönlendirme
Hint biberi,kırmızıbiber,yönlendirme
Hint cevizi,muskat (Myristica fragrans),anlam içi
Hint cevizi,Hindistan cevizi,anlam içi
Hint cevizi,muskat,anlam içi
Hint domuzu,kobay,yönlendirme
Hint fıstığı,kürkas,yönlendirme
Hint fulü,Mısır fulü (Nelubrium),anlam içi
Hint hıyarı,hıyarşembe,yönlendirme
Hint inciri,Frenk inciri,yönlendirme
Hint irmiği,sagu,yönlendirme
Hint keneviri,esrar otu (Cannabis sativa),anlam içi
Hint kertenkelesi,iguana,yönlendirme
Hint kestanesi,at kestanesi,yönlendirme
Hint kirazı,mango (Mangifera domestica),anlam içi
Hint kobrası,kobra,yönlendirme
Hint leylağı,oya ağacı,yönlendirme
Hint safranı,zerdeçal,yönlendirme
Hint yağı ağacı,kene otu,anlam içi
Hint yağı ağacı,kene ağacı,anlam içi
Hint yağı ağacı,Hint baklası (Ricinus communis),anlam içi
hiperaktif,aşırı etkin,anlam içi
hiperaktivite,aşırı etkinlik,anlam içi
hipertansiyon,yüksek kan basıncı,anlam içi
hipnotist,hipnozcu,yönlendirme
hipnotizma,hipnoz,yönlendirme
hipnotizmacı,hipnozcu,yönlendirme
hipnotizmacılık,hipnozculuk,yönlendirme
hipnoz,uyutum,anlam içi
hipopotam,su aygırı,yönlendirme
hipopotamgiller,su aygırıgiller,yönlendirme
hipostaz,uknum,anlam içi
hipotetik,varsayımsal,yönlendirme
hipotez,varsayım,yönlendirme
his,sezme,yönlendirme
hisse,pay,yönlendirme
hisse,tutam,yönlendirme
hissedar,paydaş,anlam içi
hissedar,aksiyoner,anlam içi
hissedilmek,hissolunmak,anlam içi
hissedilmek,sezilmek,yönlendirme
hisseli,paydaşlı,anlam içi
hisseli,paylı,anlam içi
hissettirmek,sezdirmek,anlam içi
hisse senedi,pay senedi,anlam içi
hissikablelvuku,önsezi,yönlendirme
hissiselim,sağduyu,yönlendirme
histeri,isteri,anlam içi
histerik,isterik,anlam içi
histolojik,doku bilimsel,yönlendirme
hiş,hişt,yönlendirme
hit,liste başı,yönlendirme
hitabe,söylev,yönlendirme
hitap,seslenme,anlam içi
hiyeroglif,resim yazı,yönlendirme
hizipçilik,klikçilik,anlam içi
hizmetkâr,uşak,yönlendirme
hizmetkârlık,uşaklık,yönlendirme
hizmetli,odacı,anlam içi
hizmetli,müstahdem,anlam içi
hizmetlilik,müstahdemlik,anlam içi
hizmet akdi,iş sözleşmesi,yönlendirme
hobi,uğraşı,yönlendirme
hoca,öğretmen,yönlendirme
hokka,mürekkeplik,anlam içi
hokkabazlık,hokka oyunu,anlam içi
hol,sofa,yönlendirme
Hollanda kavağı,akkavak,yönlendirme
holotüritler,denizhıyarları,yönlendirme
homonim,sesteş,yönlendirme
homurdanmak,homurdamak,anlam içi
hoppa,ağırbaşlı karşıtı,anlam içi
hopurdatma,höpürdetme,yönlendirme
hopurdatmak,höpürdetmek,yönlendirme
Horasanca,Horasan Türkçesi,yönlendirme
horgörülü,horgörücü,anlam içi
horgörülülük,horgörücülük,anlam içi
horlama,horuldayış,anlam içi
horlamak,horuldamak,anlam içi
horlamak,hor görmek,anlam içi
horozcuk otu,yaban teresi (Lepidium campestre),anlam içi
horozlaşma,kabadayılaşma,yönlendirme
horozlaşmak,kabadayılaşmak,yönlendirme
horozsu,horozumsu,anlam içi
horoz akıllı,horoz kafalı,anlam içi
horoz mantarı,yumurta mantarı,anlam içi
horoz mantarı,kazayağı mantarı,anlam içi
horoz mantarı,sarıkız,anlam içi
horoz mantarı,tavuk mantarı (Cantharellus cibarius),anlam içi
hortlak,zombi,anlam içi
horultu,harhara,anlam içi
hoşgörü,müsamaha,anlam içi
hoşgörü,tolerans,anlam içi
hoşgörücü,hoşgörülü,yönlendirme
hoşgörücülük,hoşgörülülük,yönlendirme
hoşgörülü,müsamahalı,anlam içi
hoşgörülü,müsamahakâr,anlam içi
hoşgörülü,toleranslı,anlam içi
hoşgörürlük,hoşgörülülük,yönlendirme
hoşgörüsüz,müsamahasız,anlam içi
hoşgörüsüz,toleranssız,anlam içi
hoşgörüsüzlük,müsamahasızlık,anlam içi
hoşgörüsüzlük,toleranssızlık,anlam içi
hoşkuran,tilkikuyruğu (Amaranthus lividus),anlam içi
hoşlanma,teveccüh,yönlendirme
hoşlanmak,hoşlaşmak,anlam içi
hoşluk,letafet,anlam içi
hoşnutsuzluk,sızıltı,anlam içi
hoş kokulu,aromalı,anlam içi
hoş kokulu,aromatik,anlam içi
höpürtü,höpürdek,anlam içi
Hristiyan,İsevi,anlam içi
Hristiyan,Nasrani,anlam içi
Hristiyanlaşma,tanassur,anlam içi
Hristiyanlık,İsevilik,anlam içi
Hristiyanlık,Nasranilik,anlam içi
Hristo teyeli,kazayağı,yönlendirme
hububat,tahıl,yönlendirme
hudut,sınır,yönlendirme
hudutlandırma,sınırlama,yönlendirme
hudutlandırmak,sınırlamak,yönlendirme
hudutlu,sınırlı,yönlendirme
hudutsuz,sınırsız,yönlendirme
hudut boyu,sınır boyu,yönlendirme
hudut dışı,sınır dışı,yönlendirme
hukşat,çengel atış,yönlendirme
hukuk,tüze,anlam içi
hukukçu,tüzeci,anlam içi
hukukçuluk,tüzecilik,anlam içi
hukuki,hukuksal,anlam içi
hukuki,tüzel,anlam içi
hukukilik,hukuksallık,anlam içi
hukukilik,tüzellik,anlam içi
humma,sıtma nöbeti,yönlendirme
humus,nohut,yönlendirme
hun,kan,yönlendirme
hunhar,kasap,yönlendirme
hunharca,hunharcasına,anlam içi
hunharlık,kasaplık,yönlendirme
hunriz,kanlı,yönlendirme
hurma,hurma ağacı,yönlendirme
hurma ağacı,hurma (Phoenix dactylifera),anlam içi
hususi,özel,yönlendirme
hususiyet,özellik,yönlendirme
husye,taşak,yönlendirme
huşunet,sertlik,yönlendirme
huşunet,kırıcılık,yönlendirme
huşunet,kabalık,yönlendirme
huy,şime,anlam içi
huy,tab,anlam içi
huy,tabiat,anlam içi
huylanma,kuşkulanma,yönlendirme
huylanmak,kuşkulanmak,yönlendirme
huylu,kuşkulu,yönlendirme
huysuzluk,kapris,anlam içi
huzur,rahat,yönlendirme
huzur,makam,yönlendirme
huzur,kat,anlam içi
huzurevi,yaşlılar yurdu,anlam içi
huzursuz,rahatsız,anlam içi
huzursuzluk,kaynaşma,anlam içi
hücre bilimi,sitoloji,anlam içi
hücre duvarı,hücre çeperi,anlam içi
hücum,saldırı,yönlendirme
hükmi,tüzel,yönlendirme
hükmi şahsiyet,tüzel kişilik,yönlendirme
hüküm,yargı,yönlendirme
hüküm,karar,yönlendirme
hükümdar,yabgu,anlam içi
hükümlü,mahkûm,anlam içi
hükümlülük,mahkûmluk,anlam içi
hükümlülük,mahkûmiyet,anlam içi
hükümsüz,geçersiz,anlam içi
hükûmet,hükûmet konağı,yönlendirme
hükûmet konağı,paşa kapısı,anlam içi
hülasa,özet,yönlendirme
hülasa,öz,yönlendirme
hülasaten,kısaca,yönlendirme
hümanist,insancıl,yönlendirme
hümanizm,insancıllık,yönlendirme
hümanizma,insancıllık,yönlendirme
hümayun,mutlu,yönlendirme
hüngür hüngür,zarıl zarıl,anlam içi
hüngür hüngür,zırıl zırıl,anlam içi
hüngür hüngür,zari zari,anlam içi
hünnap,çiğde (Zizyphus jujuba),anlam içi
hür,özgür,yönlendirme
hürlük,özgürlük,yönlendirme
hürmet,saygı,yönlendirme
hürmetkâr,saygılı,yönlendirme
hürmetkârane,saygılıca,yönlendirme
hürmetli,saygılı,yönlendirme
hürmetlice,saygılıca,yönlendirme
hürmetsiz,saygısız,yönlendirme
hürmetsizlik,saygısızlık,yönlendirme
hürriyet,özgürlük,yönlendirme
hürriyetçi,özgürlükçü,yönlendirme
hürriyetçilik,özgürlükçülük,yönlendirme
hürriyetperver,özgürlükçü,yönlendirme
hürriyetsiz,özgürlüksüz,yönlendirme
hürriyetsizlik,özgürlüksüzlük,yönlendirme
hür teşebbüs,özel sektör,yönlendirme
hüsnühâl,iyi hâl,yönlendirme
hüsnühâl kâğıdı,iyi hâl belgesi,yönlendirme
hüsnüniyet,iyi niyet,yönlendirme
hüsnüyusuf,gugu çiçeği (Dianthus barbatus),anlam içi
hüsran,batkı,anlam içi
hüsran,zarar,yönlendirme
hüthüt,çavuş kuşu,yönlendirme
hüviyet,kimlik,yönlendirme
hüviyet cüzdanı,kimlik,yönlendirme
hüzme,ışık demeti,yönlendirme
hüzün,melankoli,anlam içi
hüzünlülük,hazinlik,anlam içi
hâk,toprak,yönlendirme
hâkim,yargıç,yönlendirme
hâkimlik,yargıçlık,yönlendirme
hâkimlik,baskınlık,yönlendirme
hâl,takat,yönlendirme
hâlbuki,oysa,yönlendirme
hâletiruhiye,ruhsal durum,yönlendirme
hâlsiz,takatsiz,yönlendirme
hâlsizce,takatsizce,yönlendirme
hâlsizleşme,takatsizleşme,yönlendirme
hâlsizleşmek,takatsizleşmek,yönlendirme
hâlsizlik,takatsizlik,yönlendirme
hâlâ,hâlen,anlam içi
hâlâ,henüz,anlam içi
ığrıp,ırıp,anlam içi
ıkına sıkına,ıkına tıkına,anlam içi
ıkına sıkına,ıklaya sıklaya,anlam içi
ılgım,serap,yönlendirme
ılgıncar,kuş kirazı,yönlendirme
ılıca,kaplıca,anlam içi
ılıcak,ılıkça,yönlendirme
ılıkçıl,mezoterm,anlam içi
ılıklaştırmak,ılıtmak,anlam içi
ılım,ölçülülük,yönlendirme
ılımak,ılınmak,yönlendirme
ılıman,mutedil,anlam içi
ılımlı,ölçülü,anlam içi
ılımlı,mutedil,anlam içi
ılımlı,itidalli,anlam içi
ılımlılık,mutedillik,anlam içi
ıra,karakter,yönlendirme
ırak,uzak,yönlendirme
ırakgörür,teleskop,yönlendirme
ıraklaşma,uzaklaşma,yönlendirme
ıraklaşmak,uzaklaşmak,yönlendirme
ıraklık,uzaklık,yönlendirme
ıraksama,uzaksama,yönlendirme
ıraksamak,uzaksamak,yönlendirme
ıralamak,karakterize etmek,anlam içi
ırama,uzaklaşma,yönlendirme
ıramak,uzaklaşmak,yönlendirme
ırgalanmak,sallanmak,anlam içi
ırgamak,sallamak,yönlendirme
ırganma,sallanma,yönlendirme
ırganmak,sallanmak,yönlendirme
ırgat,rençper,anlam içi
ırgatlık,rençperlik,anlam içi
ırk,soy,yönlendirme
ırkçı,rasist,anlam içi
ırkçılık,rasizm,anlam içi
ırki,ırksal,anlam içi
ırk bilimi,ırkiyat,anlam içi
ırmak,nehir,anlam içi
ırmak roman,nehir roman,anlam içi
ırzına geçmek,becermek,anlam içi
ırzına geçmek,tecavüz etmek,anlam içi
ısıdenetir,termostat,anlam içi
ısıl,termik,anlam içi
ısın,kalori,yönlendirme
ısınma ısısı,öz ısı,anlam içi
ısıölçer,kalorimetre,anlam içi
ısırgın,isilik,yönlendirme
ısırmak,yemek,anlam içi
ısıtma,teshin,anlam içi
ısıtma,sıtma,yönlendirme
ısı kuşak,sıcak kuşak,yönlendirme
ısı ölçümü,kalorimetri,anlam içi
ısı tedavisi,termoterapi,anlam içi
ısı yuvarı,termosfer,anlam içi
ıslah,iyileştirme,yönlendirme
ıslahatçı,düzeltmeci,yönlendirme
ıslahatçılık,düzeltmecilik,yönlendirme
ıslahevi,ıslahhane,anlam içi
ıslak,yaş,anlam içi
ıslama,ıslatma,yönlendirme
ıslamak,ıslatmak,yönlendirme
ısmarlama,sipariş,anlam içi
ısmarlamak,sipariş etmek,anlam içi
ısmarlamak,sipariş vermek,anlam içi
ıssız,yaban,anlam içi
ıssız,tenha,anlam içi
ıssızlaşmak,tenhalaşmak,anlam içi
ıstılah,terim,yönlendirme
ışık,ziya,anlam içi
ışık,nur,anlam içi
ışık,şavk,anlam içi
ışıklı,ışıl,anlam içi
ışıklı,nurlu,anlam içi
ışıklı,nurani,anlam içi
ışıklı,ziyalı,anlam içi
ışıklı,ziyadar,anlam içi
ışıkölçer,pozometre,anlam içi
ışıksız,ziyasız,anlam içi
ışıksızlık,ziyasızlık,anlam içi
ışık bacası,ışıklık,anlam içi
ışık değneği,ışık demeti,yönlendirme
ışık küre,ışık yuvarı,yönlendirme
ışılama,ışıldama,yönlendirme
ışılamak,ışıldamak,yönlendirme
ışıldak,projektör,anlam içi
ışıldatma,ışılatma,anlam içi
ışıldatmak,ışılatmak,anlam içi
ışıltılı,ışıl ışıl,anlam içi
ışıma,radyasyon,yönlendirme
ışın,şua,anlam içi
ışınım,radyasyon,yönlendirme
ışınölçer,radyometre,anlam içi
ışıntı,spot,anlam içi
ışıntı lambası,spot lambası,anlam içi
ışın bilimci,radyolog,anlam içi
ışın bilimi,radyoloji,anlam içi
ışın etkin,radyoaktif,yönlendirme
ışın etkinlik,radyoaktivite,yönlendirme
ışın tedavisi,şua tedavisi,anlam içi
ıştır,yaban pazısı (Chenopodium urbicum),anlam içi
ıtır,ıtır çiçeği,yönlendirme
ıtırlı,ıtri,anlam içi
ıtırşahi,kokulu bezelye,anlam içi
ıtırşahi,nazende çiçeği,anlam içi
ıtırşahi,İstanbul nazendesi (Lathyrus odoratus),anlam içi
ıtır çiçeği,ıtır (Pelargonium radicula),anlam içi
ızdırap,keder,yönlendirme
ızdıraplı,kederli,yönlendirme
ızdırapsızlık,kedersizlik,yönlendirme
ıztırar,zorunluluk,yönlendirme
ıztırari,zorunlu,yönlendirme
iade,iadeli,yönlendirme
iadeli,iadeli taahhütlü,yönlendirme
iane,yardım,yönlendirme
iare,ödünç,yönlendirme
ibadet,namaz niyaz,anlam içi
ibadet,taat,anlam içi
ibadetgâh,mabet,yönlendirme
ibadethane,mabet,yönlendirme
ibdai,özgün,yönlendirme
ibis,Mısır turnası (İbis aethiopica),anlam içi
ibiş,şapşal,yönlendirme
iblis,şeytan,yönlendirme
iblisane,şeytanca,yönlendirme
ibne,homoseksüel,anlam içi
ibrikçi,ibriktar,anlam içi
ibriktarlık,ibrikçilik,yönlendirme
ibrişim kurdu,ipek böceği,yönlendirme
icap,olumlama,yönlendirme
icat etmek,bulmak,anlam içi
icazet,izin,yönlendirme
icazet,onay,yönlendirme
icazet,diploma,yönlendirme
icazetname,diploma,yönlendirme
icmal,özet,yönlendirme
icra,yürütme,yönlendirme
iç,dış karşıtı,anlam içi
iç,yürek,anlam içi
içbükey,obruk,anlam içi
içbükey,mukaar,anlam içi
içerik,muhteva,anlam içi
içerik,mazruf,anlam içi
içerik,zımni,anlam içi
içerikli,muhtevalı,anlam içi
içerme,tazammun,anlam içi
içerme,ihtiva,anlam içi
içermek,ihtiva etmek,anlam içi
içermek,tazammun etmek,anlam içi
içe kapanık,içine kapanık,anlam içi
içe kapanıklık,içine kapanıklık,anlam içi
içe yöneliklik,otizm,yönlendirme
içgüdü,insiyak,anlam içi
içgüdü,sevkitabii,anlam içi
içgüdülü,içgüdüsel,yönlendirme
içgüdüsel,insiyaki,anlam içi
içikızıl,çayır mantarı,yönlendirme
içim,içiş,anlam içi
içindekiler,münderecat,anlam içi
için için,gizli gizli,yönlendirme
içki,tütsü,anlam içi
içkin,mündemiç,anlam içi
içki masası,içki sofrası,yönlendirme
içki âlemi,içki sefası,anlam içi
içlem,tazammun,anlam içi
içlenmek,kahrolmak,yönlendirme
içlilik,duygululuk,anlam içi
içli dışlı,sıkı fıkı,anlam içi
içli dışlı,yağlı ballı,anlam içi
içme,içmece,anlam içi
içrek,bâtıni,anlam içi
içrek,ezoterik,anlam içi
içrek,dışrak karşıtı,anlam içi
içreklik,bâtınilik,anlam içi
içreklik,ezoterizm,anlam içi
içsel,dâhilî,anlam içi
içten,ılım ılım,anlam içi
içten,içtenlikli,anlam içi
içten,kalpten,anlam içi
içten,yürekten,anlam içi
içten,kalbî,anlam içi
içten,samimi,anlam içi
içten,derinden,anlam içi
içten,sargın,anlam içi
içten,kalben,anlam içi
içtenlik,samimilik,anlam içi
içtenlik,samimiyet,anlam içi
içtenlikle,candan yürekten,anlam içi
içtenlikle,canıgönülden,anlam içi
içtenlikle,canıyürekten,anlam içi
içtenlikle,samimiyetle,anlam içi
içtenliksiz,içtensiz,anlam içi
içtenliksiz,samimiyetsiz,anlam içi
içtenliksizlik,içtensizlik,anlam içi
içtenliksizlik,samimiyetsizlik,anlam içi
içtepi,tepi,yönlendirme
içtima,kavuşum,yönlendirme
içtima,toplantı,yönlendirme
içtimai,toplumsal,yönlendirme
içtimailik,toplumsallık,yönlendirme
içtimaiyat,toplum bilimi,yönlendirme
içtimaiyatçı,toplum bilimci,yönlendirme
içtinap,sakınma,yönlendirme
içyüz,bâtın,anlam içi
içyüz,mahiyet,anlam içi
içyüz,zamir,anlam içi
iç bölge,hinterlant,anlam içi
iç bulantısı,gaseyan,anlam içi
iç cümle,iç tümce,anlam içi
iç denetim,denetişim,anlam içi
iç evlilik,içten evlilik,anlam içi
iç görümlü,endoskopik,yönlendirme
iç güveyisi,iç güveyi,anlam içi
iç harp,iç savaş,yönlendirme
iç itim,zerk,yönlendirme
iç itme,zerk,yönlendirme
iç itmek,zerk etmek,yönlendirme
iç lastik,şambrel,anlam içi
iç mimari,iç mimarlık,yönlendirme
iç uyak,iç kafiye,yönlendirme
idam,idam cezası,yönlendirme
idam cezası,ölüm,anlam içi
idam cezası,ölüm cezası,anlam içi
idare,yönetim,anlam içi
idare,tutum,yönlendirme
idare,yetinme,yönlendirme
idareci,yönetici,yönlendirme
idarecilik,yöneticilik,yönlendirme
idareli,tutumlu,yönlendirme
idaresiz,tutumsuz,yönlendirme
idaresizlik,tutumsuzluk,yönlendirme
idare kandili,idare lambası,anlam içi
idare kandili,şinanay,anlam içi
idari,yönetimsel,yönlendirme
iddia,sav,anlam içi
iddianame,savca,anlam içi
ideal,ülkü,yönlendirme
ideal,ülküsel,yönlendirme
ideal,uygun,yönlendirme
idealist,ülkücü,yönlendirme
idealizm,ülkücülük,yönlendirme
idealleştirmek,idealize etmek,anlam içi
idefiks,saplantı,yönlendirme
identik,özdeş,yönlendirme
ideogram,kavram yazı,yönlendirme
idiyopati,kapan duygu,yönlendirme
idman,çalışım,anlam içi
idman,hazırlık çalışması,anlam içi
idman,talim,anlam içi
idmanlılık,antrenmanlılık,anlam içi
idrar,sidik,anlam içi
idrar,küçük abdest,anlam içi
idrar,küçük,anlam içi
idrar torbası,idrar kesesi,anlam içi
idrar zoru,sidik zoru,anlam içi
ifa,ödeme,yönlendirme
iffet,namus,yönlendirme
iffetli,sili,anlam içi
iffetli,afif,anlam içi
iffetli,afife,anlam içi
iffetsiz,malın gözü,anlam içi
iffetsiz,silisiz,anlam içi
iffetsizlik,silisizlik,anlam içi
ifildemek,ürpermek,yönlendirme
iflah,onma,anlam içi
iflas,batkı,anlam içi
iflas etmek,batmak,anlam içi
ifna,tüketme,yönlendirme
ifraz,salgı,yönlendirme
ifsat,kargaşalık,yönlendirme
iftar,iftar vakti,yönlendirme
iftar,iftar yemeği,yönlendirme
iftariye,iftarlık,yönlendirme
iftariyelik,iftarlık,yönlendirme
iftar vakti,iftar zamanı,anlam içi
iftihar,övünme,yönlendirme
iftihar listesi,övünç çizelgesi,yönlendirme
iftira,kara,anlam içi
iftiracı,karalamacı,yönlendirme
iftiracılık,karalamacılık,yönlendirme
iftitah tekbiri,başlama tekbiri,anlam içi
iguana,Hint kertenkelesi (Iguana tuberculara),anlam içi
iğ,iğ iplik,yönlendirme
iğdiş etmek,burmak,anlam içi
iğdiş etmek,enemek,anlam içi
iğdiş ettirmek,burdurmak,anlam içi
iğdiş ettirmek,enetmek,anlam içi
iğfal,tecavüz etme,anlam içi
iğnedenlik,iğnelik,yönlendirme
iğnelik,iğne yastığı,anlam içi
iğnelik,iğnedan,anlam içi
iğnelik,iğnedanlık,anlam içi
iğne deliği,iğneyurdu,anlam içi
iğrenç,müstekreh,anlam içi
iğrengen,iğrengeç,anlam içi
iğrenme,iğrenti,anlam içi
iğrenmek,istikrah etmek,anlam içi
ihale,tefviz,anlam içi
ihata,kuşatma,yönlendirme
ihbarcı,muhbir,yönlendirme
ihbarcılık,muhbirlik,yönlendirme
ihmal,savsaklama,anlam içi
ihmal,savsama,anlam içi
ihmalci,ihmalkâr,yönlendirme
ihmalcilik,ihmalkârlık,yönlendirme
ihmalkâr,savsak,anlam içi
ihracatçı,ihraççı,anlam içi
ihsan,lütuf,yönlendirme
ihsan,iyilik,yönlendirme
ihsas,sezdirme,anlam içi
ihsas,ima,anlam içi
ihtar,uyarı,yönlendirme
ihtarname,protesto,anlam içi
ihtikâr,vurgunculuk,yönlendirme
ihtikârcılık,vurgunculuk,yönlendirme
ihtilam,düş azması,yönlendirme
ihtimal,olasılık,anlam içi
ihtimaliyet hesabı,olasılık hesabı,yönlendirme
ihtimaller hesabı,olasılık hesabı,yönlendirme
ihtimalî,muhtemel,yönlendirme
ihtimam,özen,yönlendirme
ihtira,türetme,anlam içi
ihtiram,saygı,yönlendirme
ihtiram birliği,tören birliği,yönlendirme
ihtiram duruşu,saygı duruşu,yönlendirme
ihtiram kıtası,tören birliği,yönlendirme
ihtiras,tutku,yönlendirme
ihtiraslı,tutkulu,yönlendirme
ihtirassız,tutkusuz,yönlendirme
ihtisas,uzmanlaşma,yönlendirme
ihtisas,uzmanlık,yönlendirme
ihtişamlılık,görkemlilik,yönlendirme
ihtiyar,"yaşlı (I), genç karşıtı",yönlendirme
ihtiyar,seçme,yönlendirme
ihtiyari,seçimlik,yönlendirme
ihtiyarlama,yaşlanma,yönlendirme
ihtiyarlamak,yaşlanmak,yönlendirme
ihtiyarlayış,yaşlanış,yönlendirme
ihtiyarlık,yaşlılık,yönlendirme
ihtiyarlık sigortası,yaşlılık sigortası,yönlendirme
ihtiyarsız,irade dışı,yönlendirme
ihtiyar heyeti,ihtiyar meclisi,anlam içi
ihtiyat,sakınma,anlam içi
