madde,anlam,lisan,telaffuz
madımak,"İlkbaharda kırlarda yetişen, ufak yeşil yapraklı, ıspanak gibi pişirilip yenilen bir bitki [bitki bilimi]",Ermenice,
madiklemek,"Hile yapmak, dolap çevirmek",,
mafyalaşmak,Mafya durumuna gelmek | Mafya işleriyle uğraşmak,,
magazinleşmek,Magazin durumunu almak,,
magazinleştirmek,Magazinleşme işini yaptırmak,,
mağrurlanmak,"Kurumlanmak(II), gururlanmak, kibirlenmek, kendini beğenmek",,
mahkemeleşmek,Karşılıklı olarak birbirini dava etmek,,
mahmurlaşmak,Mahmur bir duruma gelmek,,
mahmuzlamak,Hızlanması için hayvanı mahmuzla dürtmek; topuklamak,,
mahmuzlanmak,Mahmuzlamak işine konu olmak veya mahmuzlamak işi yapılmak,,
mahşerleşmek,Çok kalabalık olmak,,
mahvedebilmek,Mahvetme ihtimali veya imkânı bulunmak | Mahvetme gücü bulunmak,Arapça maḥv + Türkçe edebilmek,ma'hvedebilmek
mahvetmek,Yok etmek | Bozup işe yaramaz duruma getirmek | Onmaz duruma getirmek | Boşa gitmesine sebep olmak; batırmak,Arapça maḥv + Türkçe etmek,ma'hvetmek
mahvolmak,"Yok olmak | Bozulup yararsız duruma gelmek | Onulmaz duruma gelmek | Boşa gitmek, heba olmak",Arapça maḥv + Türkçe olmak,ma'hvolmak
mahzunlaşmak,"Mahzun duruma girmek, mahzun olmak",,
makadamlamak,Makadamla kaplamak,,
makaslamak,"Makasla kesmek | Yazı, film vb.ni sansür amaçlı kısaltmak, kesmek | Makas almak",,
makaslanmak,"Makas almak işine konu olmak | Yazı, filim vb. bazı yerleri çıkarılmak; kesilmek",,
makineleşmek,"Üretimde makine gücünden, giderek daha çok yararlanmak | Davranışları, hareketleri makinelerinkine benzer duruma gelmek, bazı işleri alışkanlıkla yapmak",,
makineleştirmek,Makine ile yapılmasını sağlamak,,
makyajlamak,Makyaj yapmak,,
malaklamak,Manda yavrulamak,,
malalamak,Çimento veya alçı sürülmüş bir yüzeyi mala ile düzeltmek,,
mallanmak,Mal  mülk edinmek,,
maltlanmak,"Malt ile işlem görmek, içine malt katılmak",,
Mamak,Ankara iline bağlı ilçelerden biri,,ma'mağı
manalandırabilmek,Manalandırma ihtimali veya imkânı bulunmak,,
manalandırmak,Anlam vermek,,
mandallamak,"Kapı, pencere kanadını mandalla tutturmak | Çamaşırı mandalla tutturmak | Telsizlerde konuşmaları anlaşılmaz duruma getirmek için sürekli olarak düğmelere basmak",,
mandallanmak,"Mandallama işi yapılmak, mandalla tutturulmak",,
manevileşmek,Manevi durum almak,,
mankurtlaşmak,"Ulusal kimlikten uzaklaşmak, içinde bulunduğu topluma yabancılaşmak",,
mantarlamak,"Aldatmak, yalan söylemek",,
mantarlaşmak,Hücre zarlarına mantar özü karışarak geçirimsiz duruma gelmek [bitki bilimi],,
manyaklaşmak,"Manyak duruma gelmek, manyak gibi davranmak",,
manyaklaştırmak,Manyak duruma getirmek,,
marazlanmak,"Hastalanmak, hasta olmak | Sara nöbeti geçirmek",,
marizlemek,Birini dövmek,,
markalamak,Bir nesneyi tanıtmak veya benzerlerinden ayırmak için işaret koymak,,
markalanmak,Markalama işi yapılmak,,
markalaşmak,"Ürün marka durumuna gelmek | Kişi, kurum vb. marka durumuna gelmek; marka olmak",,
marnlamak,Kireci az olan toprağın içine marn katarak daha iyi duruma getirmek,,
masajlamak,Masaj yapmak,,
masallaştırmak,Masal durumuna getirmek,,
masatlamak,"Masat veya benzeri bir şeyle bıçak, orak, tırpan gibi aletleri bilemek",,
maskaralanmak,Maskaralık etmek | Gülünç duruma düşmek,,
maskaralaşmak,"Eğlendirici, hoş bir durum almak | Herkesin eğlencesi durumuna gelmek",,
maskelemek,"Görünmemesini sağlamak, maske ile örtmek | Gerçek görünüşünü, niteliğini saklamak | Gerçek duygularını gizlemek",,
maskelenmek,"Maskeleme işi yapılmak veya maskeleme işine konu olmak | Gerçek görünüşünü saklamak, gizlemek",,
massetmek,"Emmek, içine çekmek",Arapça maṣṣ + Türkçe etmek,ma'ssetmek
maşalamak,"Maşa şeklindeki aletle saçları dalgalı, bukleli veya kıvırcık duruma getirmek; maşa yapmak",,
maşalanmak,Maşa ile tutturulmak,,
matlaşmak,Mat duruma gelmek,,
matlaştırmak,Mat duruma getirmek,,
mavileşmek,Mavi duruma gelmek,,
mavileştirmek,Mavi duruma getirmek,,
mayalamak,"Maya koymak, içine maya karıştırmak",,
mayalandırmak,Mayalanmasını sağlamak,,
mayalanmak,Mayanın etkisiyle kabarmak; ekşimek,,
mayalaşmak,Maya durumuna gelmek,,
mayınlamak,Bir yere mayın dökmek veya döşemek,,
mayınlanmak,Mayınlama işi yapılmak,,
mayınlatmak,Mayınlama işini yaptırmak,,
mayışmak,"Çok yemekten, sıcaktan veya zevkten gevşemek, üzerine rehavet çökmek",,
maymunlaşmak,"Maymuna benzemek, maymun gibi davranmak | Taklitçi davranmak",,
maymunlaştırmak,"Birini, kendi düşünceleriyle değil başkalarının yönlendirmesiyle hareket eder duruma getirmek",,
mazotlamak,"Mazot tabakasıyla kaplamak | Yağlı parçaları mazotla temizlemek, yıkamak",,
mecazlaşmak,Mecaz duruma gelmek,,
mektuplaşmak,Karşılıklı mektup yazmak ve göndermek,,
melemek,"Koyun, kuzu veya keçi bağırmak",,
meleşmek,Birlikte melemek,,
meletmek,Meleme işini yaptırmak,,
melezlemek,İki ayrı türü çiftleştirip birleştirmek,,
melezlenmek,Melezleme işi yapılmak,,
melezleşmek,Bir bitki başka bir bitki türünün çiçekleriyle döllenmek; hibritleşmek [bitki bilimi] | Aslından uzaklaşarak yabancılaşmak,,
melezleştirmek,Melez duruma getirmek,,
menedilmek,Önüne geçilmek,,me'nedilmek
menetmek,Engel olmak,Arapça menʿ + Türkçe etmek,me'netmek
meraklandırmak,"Meraklanmasına yol açmak, kaygılandırmak, tasalandırmak",,
meraklanmak,"Kaygılanmak, üzülmek, tasalanmak | Bir şeyin sebebini anlamak için çaba harcamak",,
mercimek,"Baklagillerden, beyaz çiçekli bir tarım bitkisi (Lens culinaris) [bitki bilimi] | Bu bitkinin, besin değeri yüksek, ufak, kırmızı, sarı veya yeşil, yuvarlak ve yassıca tohumu; yasmık",Farsça merdumek,
merdanelemek,Bir şeyin üzerinden merdane geçirmek,,
merhabalaşmak,Karşılıklı selam verip hâl hatır sormak,,
merhametsizleşmek,"Merhametsiz duruma gelmek, merhametsiz olmak",,
merhemlemek,Merhem sürmek,,
merkezlenmek,Aynı merkezde toplanmak; temerküz etmek | Merkezî bir yönetime bağlanmak,,
merkezleşmek,Merkez durumuna gelmek,,
merkezleştirmek,Merkez durumuna getirmek; merkezlemek,,
merkezîleşmek,Merkez durumuna gelmek,,
merkezîleştirmek,Otoriteyi ve işi bir merkezde toplamak,,
mermerleşmek,Mermer durumuna dönüşmek,,
mermerleştirmek,Mermer durumuna getirmek,,
mesajlaşmak,Birine cep telefonu veya genel ağ aracılığıyla ileti göndermek,,
meşrulaşabilmek,Meşru duruma gelebilmek,,
meşrulaşmak,Meşru duruma gelmek,,
meşrulaştırabilmek,Meşrulaştırma ihtimali veya imkânı bulunmak,,
meşrulaştırmak,Meşru duruma getirmek,,
mevzilendirmek,Mevzilenme işini yaptırmak,,
mevzilenmek,Askerî birlik savaş sırasında savunma tedbirleri alarak bir bölgeye yerleşmek [askerlik],,
meyletmek,Eğilmek; meyillenmek | Gönül vermek,Arapça meyl + Türkçe etmek,me'yletmek
meylettirmek,Meyletme işini yaptırmak,,me'ylettirmek
meyvelendirmek,Meyvelenme işini yaptırmak,,
meyvelenmek,"Meyveli duruma gelmek, meyve vermek",,
mezcetmek,"Birbirine katmak, katıştırmak",Arapça mezc + Türkçe etmek,me'zcetmek
mezelenmek,Alay konusu olmak,,
mıhlamak,"Birini silahla yaralamak veya öldürmek | Altın, gümüş vb. taşları metal yuvalara işlemek | Birini veya bir şeyi bir yerden ayrılamaz, kıpırdayamaz duruma getirmek",,
mıhlanmak,Olduğu yerde kalıp bir yere kıpırdayamaz olmak,,
mıknatıslamak,Bir demir çubuğa mıknatıs özelliği vermek,,
mıknatıslanmak,"Mıknatıs özelliği kazanmak, mıknatıslı bir duruma gelmek",,
mıncıklamak,"Örseleyecek veya biçimini bozacak gibi ellemek, sıkıştırmak",,
mıncıklanmak,Mıncıklama işi yapılmak veya mıncıklama işine konu olmak,,
mırıldamak,Alçak ve güç anlaşılır bir sesle bir şeyler söylemek,,
mırıldanabilmek,Mırıldanma ihtimali veya imkânı bulunmak | Mırıldanma becerisi bulunmak,,
mırıldanmak,Alçak sesle kendi kendine bir şeyler söylemek; mırlanmak | Alçak sesle şarkı söylemek | Ancak yanındakinin duyabileceği bir biçimde konuşmak,,
mırlamak,"Kedi ""mır mır"" diye ses çıkarmak",,
mışıldamak,Mışıl mışıl ses çıkarmak,,
mızıklanmak,"Çeşitli sebeplerle oyun bozmak, yenilgiyi kabul etmemek, oyunbozanlık etmek, mızıkçılık etmek",,
mızımak,Mızıkçılık etmek,,
mızırdanmak,"Yakınarak konuşmak; mızıldanmak, sızıldanmak",,
mızmızlanmak,Mızmızca davranışlarda bulunmak; mızmızlık etmek,,
mızmızlaşmak,Mızmız duruma gelmek,,
mikroplanmak,Mikroplu duruma gelmek,,
mikroplaşmak,Mikrop duruma gelmek | Kötülük yapar duruma gelmek,,
mikropsuzlaştırmak,Mikroplardan arındırmak; sterilleştirmek,,
militanlaşmak,"Militan olmak, militan durumuna girmek",,
militanlaştırmak,Militan durumuna getirmek,,
millenmek,"Akarsuyun getirdiği kumlu, çamurlu toprak, bir yere yığılmak",,
milletleşebilmek,Milletleşme ihtimali veya imkânı bulunmak; uluslaşabilmek,,
milletleşmek,Millet durumuna gelmek; uluslaşmak,,
milletleştirmek,Millet durumuna getirmek; uluslaştırmak,,
millîleşmek,Millî nitelik kazanmak; ulusallaşmak,,
millîleştirilmek,Millî duruma getirilmek; ulusallaştırılmak,,
millîleştirmek,Millî bir nitelik vermek; ulusallaştırmak | Özel sektöre ait yerli ve yabancı firmaları devlet mülkiyetine geçirmek; ulusallaştırmak,,
mimlemek,"Birini, hoşa gitmeyen veya iyi olmayan bir davranışı dolayısıyla hakkında iyi düşünülmeyenler arasına koymak",,
mimlenmek,Mimlemek işine konu olmak,,
minelemek,Mine ile süslemek,,
mineralleştirmek,"Bir metali mineral duruma getirmek [kimya] | İçinde mineral maddeler eritilerek suyu, maden suyu niteliğine getirmek",,
minyatürleşmek,Minyatür duruma gelmek,,
minyatürleştirmek,"Bir şeyin küçük bir kopyasını, benzerini veya modelini oluşturmak",,
minyatürleştirtmek,Minyatürleştirme işini yaptırmak,,
miskinleşmek,"Uyuşuk, tembel duruma gelmek",,
misvaklamak,Dişleri misvakla temizlemek,,
misvaklanmak,Dişler misvakla temizlenmek,,
mitleşmek,Mit durumuna gelmek,,
mitleştirmek,"Bir kimse, bir varlık, bir olay vb.ni hayal gücü ile büyütmek, yüceltmek, mit durumuna getirmek",,
miyavlamak,Kedi “miyav” diye ses çıkarmak,,
miyavlatmak,Kediyi bağırtmak | Birini çok yalvartmak,,
modalaşmak,Moda değeri kazanmak,,
modalaştırmak,Moda durumuna getirmek,,
modellemek,Model oluşturmak,,
modernleşebilmek,Modernleşme ihtimali veya imkânı bulunmak | Moderleşme becerisi bulunmak,,
montajlamak,"Bir makine, cihaz veya mobilyanın parçalarını yerli yerine takmak",,
montajlanmak,"Bir makine, cihaz veya mobilyanın parçaları yerli yerine takılmak",,
morarmak,"Mor bir renk almak; gövermek | Herhangi bir sıkıntı, darbe veya hastalıkla vücudun bir yeri mor renk almak | Herhangi bir söz ve davranıştan bozulmak | Mahcup olmak",,
morartabilmek,Morartma gücü bulunmak,,
morartmak,"Morarmasına sebep olmak, mor renk vermek | Herhangi bir söz ve davranışla karşısındakini bozmak",,
morfinlenmek,Morfinle uyuşturulmak,,
morlaşmak,Mor duruma gelmek,,
muhasebeleştirmek,Hesapla ilgili verileri belli kurallar çerçevesinde kayıtlara almak işi,,
mumlamak,"Bal mumu sürmek, bal mumuna batırmak | Mühürlemek, mühür mumu sürmek | Mum cilası yapmak",,
mumlanmak,Mumlamak işi yapılmak veya mumlamak işine konu olmak,,
mumlaşmak,Bal mumu durumuna gelmek,,
mumyalamak,"Bir cesedi, bozulmaması için özel ilaçlarla mumya durumuna getirmek",,
mumyalanmak,Mumya durumuna gelmek,,
mumyalatmak,Mumya durumuna getirmek,,
muşambalaşmak,"Muşamba gibi olmak, muşamba durumunu almak, muşambaya dönmek",,
muştalamak,Muşta ile vurmak,,
muştulamak,"Sevinilecek bir iş, olay vb.nin olduğunu birine haber vermek; müjdelemek",,
muştulanmak,Sevinçli bir haber verilmek; müjdelenmek,,
mutaassıplaşmak,Mutaassıp duruma gelmek,,
mutlandırmak,"Mutlanmasına yol açmak, mutlanmasını sağlamak",,
mutlanmak,Mutlu olmak,,
mutlulandırmak,Mutlu etmek,,
mutlulanmak,Mutlu olmak,,
mutsuzlaşmak,Mutsuz duruma gelmek,,
muzırlaşmak,Muzır duruma gelmek,,
muzipleşmek,Takılgan davranışta bulunmak,,
müesseseleştirmek,Müessese durumuna getirmek,,
mührelemek,"Kâğıdı mühre ile cilalamak, parlatmak, düzeltmek",,
mühürlemek,"Bir yazı, belge vb.nin doğruluğunu veya kabul ve onayını belirtmek amacı ile altına mühür koymak, mühür basmak | Açılmaması gerektiğini belirtmek veya açılırsa fark edebilmek için yetkili makamlarca yapıştırılan kırmızı muma mühür basmak | Yasalara, ahlak ve sağlık kurallarına aykırı görülen iş veya eğlence yerlerinin çalışmasını durdurmak amacıyla, kapısının açılmasını engellemek için uygun yere mumu yapıştırıp üzerine mühür basmak, kapatmak | Parça olarak kesilmiş etin iki yüzünü ince bir kabuk oluşturacak biçimde kızgın tavada kızartmak | Kuruyabilen bazı sos veya yiyeceklerin üzerine tereyağı gezdirerek üstünün kabuk bağlamasını önlemek",,
mühürlenmek,"Mühürleme işi yapılmak, mühür basılmak",,
mühürletmek,Mühürleme işini yaptırmak,,
müjdeleşmek,"Birbirine müjde vermek, birbirini müjdelemek",,
mükemmelleşebilmek,Mükemmelleşme ihtimali veya imkânı bulunmak,,
mükemmelleşmek,Mükemmel duruma gelmek,,
mükemmelleştirebilmek,Mükemmelleştirme ihtimali veya imkânı bulunmak | Mükemmelleştirme becerisi bulunmak,,
mükemmelleştirmek,Mükemmel duruma getirmek,,
mülksüzleşmek,Mülksüz hâle gelmek,,
mülksüzleştirmek,Mülksüz hâle getirmek,,
mürekkeplemek,"Mürekkep (II) sürmek, mürekkep (II) dökerek veya damlatarak bir yüzeyi lekelemek",,
mürekkeplenmek,"Mürekkep (II) sürülmek, dökülmek veya damlatılmak",,
Müslümanlaştırmak,Bir topluluğu veya bir kimseyi İslam dinine sokmak; İslamlaştırmak,,
müstehcenleşmek,Müstehcen duruma gelmek,,
müzevirlemek,"Birinin başkası aleyhine yaptıkları veya söylediklerini karşı tarafa iletmek, söz taşımak, ara bozmak",,
müziklendirmek,"Müzik ile çeşitlemek, süslemek",,
müzikleştirmek,Müzik durumuna getirmek,,
nafakalandırmak,Nafakalanma işini yaptırmak,,
nafakalanmak,Geçimi sağlanmak,,
naftalinlemek,"Güveden korumak için yünlüler üzerine, arasına naftalin serpmek veya atmak",,
naftalinlenmek,"Naftalin serpilmek, naftalin dökülmek",,
nakışlamak,Nakışla bezemek; işlemek,,
nakledebilmek,Nakletme ihtimali veya imkânı bulunmak | Nakletme becerisi bulunmak,,na'kledebilmek
nakledilmek,Nakletme işi yapılmak veya nakletme işine konu olmak,,na'kledilmek
nakletmek,"Nakil işini yapmak, bir yerden başka bir yere geçirmek, iletmek | Bir olayı veya duyduğu bir sözü aynısı ile başka birine duyurmak; anlatmak",Arapça naḳl + Türkçe etmek,na'kletmek
naklettirmek,"Nakil işini yaptırmak, nakledilmesini sağlamak",,na'klettirmek
nakşedebilmek,Nakşetme ihtimali veya imkânı bulunmak | Nakşetme becerisi bulunmak,Arapça naḳş + Türkçe edebilmek,na'kşedebilmek
nakşetmek,"Süslemek, bezemek, nakış yapmak | Kalıcı ve etkili olmasını sağlamak; işlemek",Arapça naḳş + Türkçe etmek,na'kşetmek
nakşolmak,"Bir yerde belirli bir iz bırakmak, yer etmek",Arapça naḳş + Türkçe olmak,na'kşolmak
nakşolunmak,Nakşolma işi yapılmak,,na'kşolunmak
nakzetmek,"Yargıtay, bir mahkemenin yargısını yerinde veya yolunda bulmayarak geri çevirmek [hukuk]",Arapça naḳż + Türkçe etmek,na'kzetmek
nallamak,"Hayvanın ayağına nal çakmak | Bir kimseyi, bir şeyi silahla vurmak",,
nallanmak,Nallama işine konu olmak,,
naniklemek,Başparmağı burnun ucuna değdirip diğer parmakları sallayarak alay işareti yapmak,,
nankörleşmek,Nankör duruma gelmek,,
nasırlaşmak,Nasır oluşmak; nasırlanmak | Duyarlığını yitirmek,,
nasiplendirmek,Nasiplenme işini yaptırmak,,
nasiplenebilmek,Nasiplenme ihtimali veya imkânı bulunmak,,
nasiplenmek,Nasibini almak; nemalanmak,,
nazikleşmek,"İnce, saygılı bir biçimde davranır olmak | Özen gösterilmezse kötüleşebilecek bir duruma girmek",,
nazikleştirmek,Nazikleşme işini yaptırmak,,
Nazileştirmek,Propaganda yolu ile Nazizm yanlısı yapmak,,
nazlamak,"Birinin hep istediği şeyleri yapmak, emrinde oynamak",,
nazlanabilmek,Nazlanma ihtimali veya imkânı bulunmak | Nazlanma becerisi bulunmak,,
nazlandırmak,Nazlanma işini yaptırmak,,
nazlanmak,"Kolayca gönlü olmamak, ısrar beklemek | İsteksiz görünmek",,
nazlaşmak,Karşılıklı olarak naz yapmak,,
nazmetmek,"Nazım biçimine sokmak, nazım olarak düzenlemek",Arapça naẓm + Türkçe etmek,na'zmetmek
nefeslemek,"Nefesini bir şeye yöneltmek, üflemek | Okuyup üflemek, nefes etmek",,
nefeslenebilmek,Nefeslenme ihtimali veya imkânı bulunmak | Nefeslenme gücü bulunmak,,
nefeslenmek,"Nefes alacak kadar duraklamak, biraz dinlenmek | İçine çekmek",,
neftîleşmek,"Neftî olmak, rengi neftîye dönmek",,
neftîleştirmek,"Rengini neftîye çevirmek, neftîleşmesine yol açmak",,
nefyedilmek,Sürgüne gönderilmek; sürülmek | Olumsuz kılınmak [dil bilgisi],,ne'fyedilmek
nefyetmek,"Sürgüne göndermek | Bulunduğu yerden uzaklaştırmak, yok etmek | Olumsuz kılmak [dil bilgisi]",Arapça nefy + Türkçe etmek,ne'fyetmek
nemalandırmak,Nemalanmasını sağlamak,,
nemalanmak,Faizin katılmasıyla para çoğalmak,,
nemlendirmek,Nemli duruma getirmek; rutubetlendirmek,,
nemlenmek,"Nemli duruma gelmek, buğulanmak; rutubetlenmek",,
nemletmek,Nemli duruma getirmek,,
nemrutlaşmak,Nemrut gibi davranmak,,
nesnelleşmek,Nesnel duruma gelmek,,
nesnelleştirmek,Nesnelleşme işini yaptırmak,,
neşelendirebilmek,Neşelendirme ihtimali veya imkânı bulunmak | Neşelendirme becerisi bulunmak,,
neşelendirmek,"Neşeli duruma getirmek, şenlendirmek, keyiflendirmek",,
neşelenmek,Neşeli duruma gelmek,,
neşredebilmek,Neşretme ihtimali veya imkânı bulunmak | Neşretme gücü bulunmak,Arapça neşr + Türkçe edebilmek,
neşretmek,"Yaymak, dağıtmak, saçmak",Arapça neşr + Türkçe etmek,ne'şretmek
neşrettirmek,Neşretme işini yaptırmak,,ne'şrettirmek
neşterlemek,"Neşterle kesmek | Üzüntü verecek bir durumu veya sorunu hatırlatmak, deşmek",,
neticeleşmek,Sonuca erişmek,,
netleşmek,"Net, açık seçik, iyi bir duruma gelmek",,
netleştirebilmek,Netleştirme ihtimali veya imkânı bulunmak | Netleştirme gücü bulunmak,,
netleştirmek,Net ve açık bir duruma kavuşturmak,,
nezetmek,"Koparmak, çekip almak | Can çekişmek",Arapça nezʿ + Türkçe etmek,ne'zetmek
nicelemek,"Bir şeyi sayı, ölçü vb. ile bildirmek | Bir terime, tek veya çok oluşuna göre bir nicelik yüklemek [mantık]",,
nihayetlendirmek,Nihayetlenme işini yaptırmak,,
nihayetlenmek,"Bitmek, son bulmak, sona ermek",,
nikellemek,Nikel ile kaplamak,,
nikâhlamak,Nikâh kıymak,,
nikâhlanmak,Bir kimseye nikâhla bağlanmak | Bir erkekle bir kadının yasal olarak nikâh işlemleri yapılmak,,
nişanlamak,"Bir çiftin evlenme işinin kararlaştığına belirti olarak parmaklarına yüzük takmak; yavuklamak | Bir hedefi vurmak için silah, taş vb.ne belli bir doğrultu vermek | Bir şeyin yerini belirtmek, işaretlemek; nişan koymak",,
nişanlanmak,"Nişanlı duruma gelmek; adaklanmak, yavuklanmak | Evlenmeye söz verme belirtisi olarak nişan yüzüğü takmak",,
